family,comparator,hypothesis_id,dataset,rho,n,mean_delta,ci_low,ci_high,bootstrap_seed,p_raw,rank_biserial,wins,ties,losses,p_holm,holm_significant,direction,attack,scenario
A2-attack-rho07,CAL-EMA-TL,A2-attack-rho07|CAL-EMA-TL|dataset=dog|attack=on_off,dog,,20,-0.00572840746091291,-0.007908754931844742,-0.0036124109193576923,11100804166083764808,6.4849853515625e-05,-0.8857142857142857,16,0,4,0.000324249267578125,True,LIR-PPTD,on_off,
A2-attack-rho07,CAL-EMA-TL,A2-attack-rho07|CAL-EMA-TL|dataset=dog|attack=random,dog,,20,-0.006343946642236686,-0.008932839778757484,-0.003826478716525624,14837046631504354871,3.62396240234375e-05,-0.9428571428571428,17,0,3,0.000217437744140625,True,LIR-PPTD,random,
A2-attack-rho07,CAL-EMA-TL,A2-attack-rho07|CAL-EMA-TL|dataset=duck|attack=collusive,duck,,20,0.0,0.0,0.0,7134107097561018599,1.0,0.0,0,20,0,1.0,False,tie,collusive,
A2-attack-rho07,CAL-EMA-TL,A2-attack-rho07|CAL-EMA-TL|dataset=duck|attack=on_off,duck,,20,0.0033653846153846034,0.0014423076923076872,0.00528846153846152,4986720661289825005,0.015625,1.0,0,13,7,0.0439453125,True,CAL-EMA-TL,on_off,
A2-attack-rho07,CAL-EMA-TL,A2-attack-rho07|CAL-EMA-TL|dataset=duck|attack=random,duck,,20,-0.009134615384615385,-0.015384615384615403,-0.0028846153846153856,11702062641437954844,0.0146484375,-0.7472527472527473,11,7,2,0.0439453125,True,LIR-PPTD,random,
A2-attack-rho07,CAL-EMA-TL,A2-attack-rho07|CAL-EMA-TL|dataset=product|attack=collusive,product,,20,-0.0035111510130764025,-0.004784254507859087,-0.0022375119635562753,17074629534407598538,7.82012939453125e-05,-0.8857142857142857,16,0,4,0.000324249267578125,True,LIR-PPTD,collusive,
A2-attack-rho07,CAL-EMA-TL,A2-attack-rho07|CAL-EMA-TL|dataset=product|attack=on_off,product,,20,-0.009024878154703653,-0.009737205860750284,-0.008356189309435567,1437757158829970435,1.9073486328125e-06,-1.0,20,0,0,2.288818359375e-05,True,LIR-PPTD,on_off,
A2-attack-rho07,CAL-EMA-TL,A2-attack-rho07|CAL-EMA-TL|dataset=product|attack=random,product,,20,-0.020171168681773478,-0.02194483539992636,-0.018357916798840714,17962765899884588752,1.9073486328125e-06,-1.0,20,0,0,2.288818359375e-05,True,LIR-PPTD,random,
A2-attack-rho07,CAL-EMA-TL,A2-attack-rho07|CAL-EMA-TL|dataset=weather|attack=collusive,weather,,20,-0.06827882861652786,-0.07080371327282269,-0.06565794621549645,11417116376304794116,1.9073486328125e-06,-1.0,20,0,0,2.288818359375e-05,True,LIR-PPTD,collusive,
A2-attack-rho07,CAL-EMA-TL,A2-attack-rho07|CAL-EMA-TL|dataset=weather|attack=on_off,weather,,20,-0.018896919276000474,-0.02071132446782007,-0.017015635788227634,13381263513699377835,1.9073486328125e-06,-1.0,20,0,0,2.288818359375e-05,True,LIR-PPTD,on_off,
A2-attack-rho07,CAL-EMA-TL,A2-attack-rho07|CAL-EMA-TL|dataset=weather|attack=random,weather,,20,-0.00789877863599039,-0.00842223726215354,-0.007364095954668192,1618562854983619194,1.9073486328125e-06,-1.0,20,0,0,2.288818359375e-05,True,LIR-PPTD,random,
A3-behavior-switch,COWA,A3-behavior-switch|COWA|dataset=dog|scenario=benign_to_malicious,dog,,15,-0.021342930299257698,-0.029063510914104244,-0.014869523882878991,14499993908560765174,6.103515625e-05,-1.0,15,0,0,0.00048828125,True,LIR-PPTD,,benign_to_malicious
A3-behavior-switch,COWA,A3-behavior-switch|COWA|dataset=dog|scenario=malicious_to_benign,dog,,15,-0.014217077169041147,-0.017329788122495273,-0.011074594081891752,7593962669570320954,6.103515625e-05,-1.0,15,0,0,0.00048828125,True,LIR-PPTD,,malicious_to_benign
A3-behavior-switch,COWA,A3-behavior-switch|COWA|dataset=duck|scenario=benign_to_malicious,duck,,15,0.003703703703703705,-0.006172839506172844,0.01481481481481483,5540031588724387867,0.625,0.2857142857142857,4,8,3,1.0,False,COWA,,benign_to_malicious
A3-behavior-switch,COWA,A3-behavior-switch|COWA|dataset=duck|scenario=malicious_to_benign,duck,,15,0.012345679012345668,0.0012345679012345512,0.024691358024691336,2180063460053677879,0.1015625,0.5151515151515151,3,4,8,0.3046875,False,COWA,,malicious_to_benign
A3-behavior-switch,COWA,A3-behavior-switch|COWA|dataset=product|scenario=benign_to_malicious,product,,15,-0.10945101754615302,-0.11856310416702241,-0.0999891196991518,9468980795824623424,6.103515625e-05,-1.0,15,0,0,0.00048828125,True,LIR-PPTD,,benign_to_malicious
A3-behavior-switch,COWA,A3-behavior-switch|COWA|dataset=product|scenario=malicious_to_benign,product,,15,-0.029809965491787847,-0.03315143792769993,-0.026171645798634544,18005669426407682487,6.103515625e-05,-1.0,15,0,0,0.00048828125,True,LIR-PPTD,,malicious_to_benign
A3-behavior-switch,COWA,A3-behavior-switch|COWA|dataset=weather|scenario=benign_to_malicious,weather,,15,-0.03036302071549924,-0.03376893257229957,-0.02704227166440786,16198921102224596292,6.103515625e-05,-1.0,15,0,0,0.00048828125,True,LIR-PPTD,,benign_to_malicious
A3-behavior-switch,COWA,A3-behavior-switch|COWA|dataset=weather|scenario=malicious_to_benign,weather,,15,0.00025604173365081174,-0.0005355757647060422,0.0009800129773664887,13149919085493216860,0.53387451171875,0.2833333333333333,6,0,9,1.0,False,COWA,,malicious_to_benign
A3-behavior-switch,CAL-EMA-TL,A3-behavior-switch|CAL-EMA-TL|dataset=dog|scenario=benign_to_malicious,dog,,15,-0.04249181443215462,-0.049793944620514494,-0.035552752437366955,18305144164424522715,6.103515625e-05,-1.0,15,0,0,0.00048828125,True,LIR-PPTD,,benign_to_malicious
A3-behavior-switch,CAL-EMA-TL,A3-behavior-switch|CAL-EMA-TL|dataset=dog|scenario=malicious_to_benign,dog,,15,0.0038501676345671807,0.0015055491546972538,0.006618271221272533,14781482393055823434,0.00567626953125,0.75,5,0,10,0.01702880859375,True,CAL-EMA-TL,,malicious_to_benign
A3-behavior-switch,CAL-EMA-TL,A3-behavior-switch|CAL-EMA-TL|dataset=duck|scenario=benign_to_malicious,duck,,15,-0.003703703703703705,-0.01358024691358024,0.0037037037037036978,13415380929968889592,0.6875,-0.3333333333333333,3,10,2,0.6875,False,LIR-PPTD,,benign_to_malicious
A3-behavior-switch,CAL-EMA-TL,A3-behavior-switch|CAL-EMA-TL|dataset=duck|scenario=malicious_to_benign,duck,,15,-0.0037037037037037125,-0.009876543209876557,0.0024691358024691245,14533822921141398745,0.28125,-0.5714285714285714,5,8,2,0.5625,False,LIR-PPTD,,malicious_to_benign
A3-behavior-switch,CAL-EMA-TL,A3-behavior-switch|CAL-EMA-TL|dataset=product|scenario=benign_to_malicious,product,,15,-0.05619384200592634,-0.059075791320146336,-0.053195780358729614,8896742720071334603,6.103515625e-05,-1.0,15,0,0,0.00048828125,True,LIR-PPTD,,benign_to_malicious
A3-behavior-switch,CAL-EMA-TL,A3-behavior-switch|CAL-EMA-TL|dataset=product|scenario=malicious_to_benign,product,,15,-0.011060457203674072,-0.013304718492469173,-0.008748001831198272,3124435350029799748,6.103515625e-05,-1.0,15,0,0,0.00048828125,True,LIR-PPTD,,malicious_to_benign
A3-behavior-switch,CAL-EMA-TL,A3-behavior-switch|CAL-EMA-TL|dataset=weather|scenario=benign_to_malicious,weather,,15,-0.023512592887130333,-0.02480041085988581,-0.022208693602862633,9311805795943077988,6.103515625e-05,-1.0,15,0,0,0.00048828125,True,LIR-PPTD,,benign_to_malicious
A3-behavior-switch,CAL-EMA-TL,A3-behavior-switch|CAL-EMA-TL|dataset=weather|scenario=malicious_to_benign,weather,,15,-0.0005679563156114424,-0.0007075247016924388,-0.00042742125509168886,11439911837188930981,0.0001220703125,-0.9833333333333333,14,0,1,0.00048828125,True,LIR-PPTD,,malicious_to_benign
