D,m,full_mean_ms,fast_mean_ms,full_median_ms,fast_median_ms,runtime_reduction_fraction,full_nonlinear_calls,fast_nonlinear_calls
2,20,29.831658450007126,1.15316074995917,29.610435499989762,1.073299999916344,0.9613443968630951,1322,42
2,50,74.0971251000019,2.5827782000078514,73.93621799997163,2.5897704999806592,0.9651433413034295,3272,102
2,100,150.45511154999076,5.299370799980352,148.8171369999236,5.139876999919579,0.9647777284175582,6522,202
2,200,305.1932681499693,10.510391699972388,301.2611314998139,10.384652000084316,0.9655615218393098,13022,402
4,20,50.5908364500101,2.0396102999939103,49.733782999965115,1.9916920000468963,0.9596841949429065,2224,84
4,50,127.36152704997039,5.031282599998121,125.27170349994776,4.906470500145588,0.9604960562539102,5494,204
4,100,259.0085365500272,10.166477500001747,254.24125449990242,9.79001149994474,0.9607484848359887,10944,404
4,200,500.3362425499972,19.59631359998184,498.42047750007623,19.428985499871487,0.9608337115454441,21844,804
