D,m,rep,method,seconds,share_secret,reconstruct,local_add,local_sub,secure_mul,secure_sqr,secure_div,public_mul,public_mul_local,public_mul_rescaled,nonlinear_or_rescaled_calls,high_level_calls
4,200,8,full,0.5061958729997968,21844,34892,19945,8800,10800,8800,2244,0,0,0,21844,21844
4,200,8,fast,0.0194425009999577,804,1612,1195,0,800,0,4,0,0,0,804,804
4,200,9,full,0.49521439999989525,21844,34892,19945,8800,10800,8800,2244,0,0,0,21844,21844
4,200,9,fast,0.01923056900022857,804,1612,1195,0,800,0,4,0,0,0,804,804
4,200,10,full,0.4954634949999672,21844,34892,19945,8800,10800,8800,2244,0,0,0,21844,21844
4,200,10,fast,0.019377862999590434,804,1612,1195,0,800,0,4,0,0,0,804,804
4,200,11,full,0.5125546989997929,21844,34892,19945,8800,10800,8800,2244,0,0,0,21844,21844
4,200,11,fast,0.019600731000082305,804,1612,1195,0,800,0,4,0,0,0,804,804
4,200,12,full,0.4953507360000913,21844,34892,19945,8800,10800,8800,2244,0,0,0,21844,21844
4,200,12,fast,0.019403353999678075,804,1612,1195,0,800,0,4,0,0,0,804,804
4,200,13,full,0.4963873239998975,21844,34892,19945,8800,10800,8800,2244,0,0,0,21844,21844
4,200,13,fast,0.019316179000270495,804,1612,1195,0,800,0,4,0,0,0,804,804
4,200,14,full,0.4943228580000323,21844,34892,19945,8800,10800,8800,2244,0,0,0,21844,21844
4,200,14,fast,0.020153334000042378,804,1612,1195,0,800,0,4,0,0,0,804,804
4,200,15,full,0.5109165160001794,21844,34892,19945,8800,10800,8800,2244,0,0,0,21844,21844
4,200,15,fast,0.01994895500001803,804,1612,1195,0,800,0,4,0,0,0,804,804
4,200,16,full,0.5016764809997767,21844,34892,19945,8800,10800,8800,2244,0,0,0,21844,21844
4,200,16,fast,0.019585929000186297,804,1612,1195,0,800,0,4,0,0,0,804,804
4,200,17,full,0.5015767069999129,21844,34892,19945,8800,10800,8800,2244,0,0,0,21844,21844
4,200,17,fast,0.019445431999884022,804,1612,1195,0,800,0,4,0,0,0,804,804
4,200,18,full,0.5060180800001035,21844,34892,19945,8800,10800,8800,2244,0,0,0,21844,21844
4,200,18,fast,0.01960572799998772,804,1612,1195,0,800,0,4,0,0,0,804,804
4,200,19,full,0.5092291529999784,21844,34892,19945,8800,10800,8800,2244,0,0,0,21844,21844
4,200,19,fast,0.022170282999923074,804,1612,1195,0,800,0,4,0,0,0,804,804
