pairing_id,method,input_identity_match,paper_metric_old,paper_metric_geometry,paper_metric_abs_diff,tau_dependency,final_disposition,evidence_path
dataset=dog|rho=7/10|scenario=malicious_to_benign|rep=15|subset=f04fd2c4700e0f4063c6a61887db686f7b5649cb0b34340f72c90887719c8593,lir_pptd,True,0.8271748071737167,0.8209780456051494,0.006196761568567299,yes,use_geometry_rerun,results/cowa_dynamic_formal_geometry_v1/formal_runs.jsonl
dataset=dog|rho=7/10|scenario=malicious_to_benign|rep=15|subset=f04fd2c4700e0f4063c6a61887db686f7b5649cb0b34340f72c90887719c8593,no_cw,True,0.8271748071737167,0.8209780456051494,0.006196761568567299,yes,use_geometry_rerun,results/cowa_dynamic_formal_geometry_v1/formal_runs.jsonl
dataset=dog|rho=7/10|scenario=malicious_to_benign|rep=15|subset=f04fd2c4700e0f4063c6a61887db686f7b5649cb0b34340f72c90887719c8593,no_hr,True,0.8197762444539132,0.8197762444539132,0.0,no_persistent_q_path,geometry_rerun_verified_equivalent,results/cowa_dynamic_formal_geometry_v1/formal_runs.jsonl
dataset=dog|rho=7/10|scenario=malicious_to_benign|rep=16|subset=3a5917f79799682faf81c3aa74cf08a173bbd117aba8f93ff5c29be54bfcdcf2,cowa,True,0.8304479827516136,0.8273090827764853,0.0031388999751282842,yes,use_geometry_rerun,results/cowa_dynamic_formal_geometry_v1/formal_runs.jsonl
dataset=dog|rho=7/10|scenario=malicious_to_benign|rep=16|subset=3a5917f79799682faf81c3aa74cf08a173bbd117aba8f93ff5c29be54bfcdcf2,lir_pptd,True,0.8369428106069071,0.8346634853999504,0.0022793252069567282,yes,use_geometry_rerun,results/cowa_dynamic_formal_geometry_v1/formal_runs.jsonl
dataset=dog|rho=7/10|scenario=malicious_to_benign|rep=16|subset=3a5917f79799682faf81c3aa74cf08a173bbd117aba8f93ff5c29be54bfcdcf2,no_cw,True,0.8369428106069071,0.8346634853999504,0.0022793252069567282,yes,use_geometry_rerun,results/cowa_dynamic_formal_geometry_v1/formal_runs.jsonl
dataset=dog|rho=7/10|scenario=malicious_to_benign|rep=16|subset=3a5917f79799682faf81c3aa74cf08a173bbd117aba8f93ff5c29be54bfcdcf2,no_hr,True,0.8197762444539132,0.8197762444539132,0.0,no_persistent_q_path,geometry_rerun_verified_equivalent,results/cowa_dynamic_formal_geometry_v1/formal_runs.jsonl
dataset=dog|rho=7/10|scenario=malicious_to_benign|rep=17|subset=8943be4dc8241538aa6b4d78ddc65451c7047a4473568865398b24c108b0398a,cowa,True,0.835109969477779,0.8297122084555463,0.005397761022232772,yes,use_geometry_rerun,results/cowa_dynamic_formal_geometry_v1/formal_runs.jsonl
dataset=dog|rho=7/10|scenario=malicious_to_benign|rep=17|subset=8943be4dc8241538aa6b4d78ddc65451c7047a4473568865398b24c108b0398a,lir_pptd,True,0.8422769460031618,0.8300503901618551,0.012226555841306719,yes,use_geometry_rerun,results/cowa_dynamic_formal_geometry_v1/formal_runs.jsonl
dataset=dog|rho=7/10|scenario=malicious_to_benign|rep=17|subset=8943be4dc8241538aa6b4d78ddc65451c7047a4473568865398b24c108b0398a,no_cw,True,0.8422769460031618,0.8300503901618551,0.012226555841306719,yes,use_geometry_rerun,results/cowa_dynamic_formal_geometry_v1/formal_runs.jsonl
dataset=dog|rho=7/10|scenario=malicious_to_benign|rep=17|subset=8943be4dc8241538aa6b4d78ddc65451c7047a4473568865398b24c108b0398a,no_hr,True,0.8197762444539132,0.8197762444539132,0.0,no_persistent_q_path,geometry_rerun_verified_equivalent,results/cowa_dynamic_formal_geometry_v1/formal_runs.jsonl
dataset=dog|rho=7/10|scenario=malicious_to_benign|rep=18|subset=5ce6b6eecd05f7f0f75ec9acbc9ca4e3edd774419c081526b348c0f3b5cbef1d,cowa,True,0.814091476247039,0.8110317154949707,0.0030597607520683745,yes,use_geometry_rerun,results/cowa_dynamic_formal_geometry_v1/formal_runs.jsonl
dataset=dog|rho=7/10|scenario=malicious_to_benign|rep=18|subset=5ce6b6eecd05f7f0f75ec9acbc9ca4e3edd774419c081526b348c0f3b5cbef1d,lir_pptd,True,0.8392200553049716,0.8343653688050678,0.0048546864999037265,yes,use_geometry_rerun,results/cowa_dynamic_formal_geometry_v1/formal_runs.jsonl
dataset=dog|rho=7/10|scenario=malicious_to_benign|rep=18|subset=5ce6b6eecd05f7f0f75ec9acbc9ca4e3edd774419c081526b348c0f3b5cbef1d,no_cw,True,0.8392200553049716,0.8343653688050678,0.0048546864999037265,yes,use_geometry_rerun,results/cowa_dynamic_formal_geometry_v1/formal_runs.jsonl
dataset=dog|rho=7/10|scenario=malicious_to_benign|rep=18|subset=5ce6b6eecd05f7f0f75ec9acbc9ca4e3edd774419c081526b348c0f3b5cbef1d,no_hr,True,0.8197762444539132,0.8197762444539132,0.0,no_persistent_q_path,geometry_rerun_verified_equivalent,results/cowa_dynamic_formal_geometry_v1/formal_runs.jsonl
dataset=dog|rho=7/10|scenario=malicious_to_benign|rep=19|subset=fc2cffe1f1c2adb44bf148eb54634be2b57c5460df7f9f5e1799931544151cad,cowa,True,0.8170670348377482,0.8124766655281659,0.004590369309582343,yes,use_geometry_rerun,results/cowa_dynamic_formal_geometry_v1/formal_runs.jsonl
dataset=dog|rho=7/10|scenario=malicious_to_benign|rep=19|subset=fc2cffe1f1c2adb44bf148eb54634be2b57c5460df7f9f5e1799931544151cad,lir_pptd,True,0.8333185362266481,0.8224316884312881,0.010886847795359977,yes,use_geometry_rerun,results/cowa_dynamic_formal_geometry_v1/formal_runs.jsonl
dataset=dog|rho=7/10|scenario=malicious_to_benign|rep=19|subset=fc2cffe1f1c2adb44bf148eb54634be2b57c5460df7f9f5e1799931544151cad,no_cw,True,0.8333185362266481,0.8224316884312881,0.010886847795359977,yes,use_geometry_rerun,results/cowa_dynamic_formal_geometry_v1/formal_runs.jsonl
dataset=dog|rho=7/10|scenario=malicious_to_benign|rep=19|subset=fc2cffe1f1c2adb44bf148eb54634be2b57c5460df7f9f5e1799931544151cad,no_hr,True,0.8197762444539132,0.8197762444539132,0.0,no_persistent_q_path,geometry_rerun_verified_equivalent,results/cowa_dynamic_formal_geometry_v1/formal_runs.jsonl
dataset=dog|rho=7/10|scenario=malicious_to_benign|rep=20|subset=8a2096ca0ecfaee299977759d0262d1072d2830bbb27a7f8475f53c6f9e4973d,cowa,True,0.8177879428725667,0.8062031981078476,0.011584744764719157,yes,use_geometry_rerun,results/cowa_dynamic_formal_geometry_v1/formal_runs.jsonl
dataset=dog|rho=7/10|scenario=malicious_to_benign|rep=20|subset=8a2096ca0ecfaee299977759d0262d1072d2830bbb27a7f8475f53c6f9e4973d,lir_pptd,True,0.8256480987311083,0.8254684134104109,0.00017968532069745358,yes,use_geometry_rerun,results/cowa_dynamic_formal_geometry_v1/formal_runs.jsonl
dataset=dog|rho=7/10|scenario=malicious_to_benign|rep=20|subset=8a2096ca0ecfaee299977759d0262d1072d2830bbb27a7f8475f53c6f9e4973d,no_cw,True,0.8256480987311083,0.8254684134104109,0.00017968532069745358,yes,use_geometry_rerun,results/cowa_dynamic_formal_geometry_v1/formal_runs.jsonl
dataset=dog|rho=7/10|scenario=malicious_to_benign|rep=20|subset=8a2096ca0ecfaee299977759d0262d1072d2830bbb27a7f8475f53c6f9e4973d,no_hr,True,0.8197762444539132,0.8197762444539132,0.0,no_persistent_q_path,geometry_rerun_verified_equivalent,results/cowa_dynamic_formal_geometry_v1/formal_runs.jsonl
dataset=dog|rho=7/10|scenario=malicious_to_benign|rep=6|subset=8e0a2948da63340bc01ff7eb65b74c2fa85a15283d2493eb29cec05471c0e3fa,cowa,True,0.8273346895951685,0.818719324564768,0.008615365030400501,yes,use_geometry_rerun,results/cowa_dynamic_formal_geometry_v1/formal_runs.jsonl
dataset=dog|rho=7/10|scenario=malicious_to_benign|rep=6|subset=8e0a2948da63340bc01ff7eb65b74c2fa85a15283d2493eb29cec05471c0e3fa,lir_pptd,True,0.8422769460031618,0.834313067728271,0.007963878274890868,yes,use_geometry_rerun,results/cowa_dynamic_formal_geometry_v1/formal_runs.jsonl
dataset=dog|rho=7/10|scenario=malicious_to_benign|rep=6|subset=8e0a2948da63340bc01ff7eb65b74c2fa85a15283d2493eb29cec05471c0e3fa,no_cw,True,0.8422769460031618,0.834313067728271,0.007963878274890868,yes,use_geometry_rerun,results/cowa_dynamic_formal_geometry_v1/formal_runs.jsonl
dataset=dog|rho=7/10|scenario=malicious_to_benign|rep=6|subset=8e0a2948da63340bc01ff7eb65b74c2fa85a15283d2493eb29cec05471c0e3fa,no_hr,True,0.8197762444539132,0.8197762444539132,0.0,no_persistent_q_path,geometry_rerun_verified_equivalent,results/cowa_dynamic_formal_geometry_v1/formal_runs.jsonl
dataset=dog|rho=7/10|scenario=malicious_to_benign|rep=7|subset=2641f03f64a2e1945c4441c5cd8135ffcb78ceea52532c49a323ea7fb4a9cb5a,cowa,True,0.8313051234279201,0.8235841188772242,0.007721004550695909,yes,use_geometry_rerun,results/cowa_dynamic_formal_geometry_v1/formal_runs.jsonl
dataset=dog|rho=7/10|scenario=malicious_to_benign|rep=7|subset=2641f03f64a2e1945c4441c5cd8135ffcb78ceea52532c49a323ea7fb4a9cb5a,lir_pptd,True,0.8346634853999503,0.8351452049784283,0.0004817195784779793,yes,use_geometry_rerun,results/cowa_dynamic_formal_geometry_v1/formal_runs.jsonl
dataset=dog|rho=7/10|scenario=malicious_to_benign|rep=7|subset=2641f03f64a2e1945c4441c5cd8135ffcb78ceea52532c49a323ea7fb4a9cb5a,no_cw,True,0.8346634853999503,0.8351452049784283,0.0004817195784779793,yes,use_geometry_rerun,results/cowa_dynamic_formal_geometry_v1/formal_runs.jsonl
dataset=dog|rho=7/10|scenario=malicious_to_benign|rep=7|subset=2641f03f64a2e1945c4441c5cd8135ffcb78ceea52532c49a323ea7fb4a9cb5a,no_hr,True,0.8197762444539132,0.8197762444539132,0.0,no_persistent_q_path,geometry_rerun_verified_equivalent,results/cowa_dynamic_formal_geometry_v1/formal_runs.jsonl
dataset=dog|rho=7/10|scenario=malicious_to_benign|rep=8|subset=3b2708ccf0fabf7c4f24dd1d8bc9ee1d17be4fac716acb2b12660f4b5f02fb79,cowa,True,0.8328072048318096,0.8273598032154929,0.005447401616316738,yes,use_geometry_rerun,results/cowa_dynamic_formal_geometry_v1/formal_runs.jsonl
dataset=dog|rho=7/10|scenario=malicious_to_benign|rep=8|subset=3b2708ccf0fabf7c4f24dd1d8bc9ee1d17be4fac716acb2b12660f4b5f02fb79,lir_pptd,True,0.8351401183204981,0.8382447018773526,0.003104583556854501,yes,use_geometry_rerun,results/cowa_dynamic_formal_geometry_v1/formal_runs.jsonl
dataset=dog|rho=7/10|scenario=malicious_to_benign|rep=8|subset=3b2708ccf0fabf7c4f24dd1d8bc9ee1d17be4fac716acb2b12660f4b5f02fb79,no_cw,True,0.8351401183204981,0.8382447018773526,0.003104583556854501,yes,use_geometry_rerun,results/cowa_dynamic_formal_geometry_v1/formal_runs.jsonl
dataset=dog|rho=7/10|scenario=malicious_to_benign|rep=8|subset=3b2708ccf0fabf7c4f24dd1d8bc9ee1d17be4fac716acb2b12660f4b5f02fb79,no_hr,True,0.8197762444539132,0.8197762444539132,0.0,no_persistent_q_path,geometry_rerun_verified_equivalent,results/cowa_dynamic_formal_geometry_v1/formal_runs.jsonl
dataset=dog|rho=7/10|scenario=malicious_to_benign|rep=9|subset=892d471c4bc9f170cb4509af766c119d8438bec502dfa76048ab354ef63d294d,cowa,True,0.8189302932478888,0.8135152037772814,0.005415089470607426,yes,use_geometry_rerun,results/cowa_dynamic_formal_geometry_v1/formal_runs.jsonl
dataset=dog|rho=7/10|scenario=malicious_to_benign|rep=9|subset=892d471c4bc9f170cb4509af766c119d8438bec502dfa76048ab354ef63d294d,lir_pptd,True,0.8253644661785677,0.8259041746497868,0.0005397084712190914,yes,use_geometry_rerun,results/cowa_dynamic_formal_geometry_v1/formal_runs.jsonl
dataset=dog|rho=7/10|scenario=malicious_to_benign|rep=9|subset=892d471c4bc9f170cb4509af766c119d8438bec502dfa76048ab354ef63d294d,no_cw,True,0.8253644661785677,0.8259041746497868,0.0005397084712190914,yes,use_geometry_rerun,results/cowa_dynamic_formal_geometry_v1/formal_runs.jsonl
dataset=dog|rho=7/10|scenario=malicious_to_benign|rep=9|subset=892d471c4bc9f170cb4509af766c119d8438bec502dfa76048ab354ef63d294d,no_hr,True,0.8197762444539132,0.8197762444539132,0.0,no_persistent_q_path,geometry_rerun_verified_equivalent,results/cowa_dynamic_formal_geometry_v1/formal_runs.jsonl
