dataset,rho,calibration_epoch,task_index,task_id,method,display_name,quantity,n,mean,bootstrap_95_ci_low,bootstrap_95_ci_high
dog,7/10,32,498,dog:360,no_eg,No-EG,reputation_gap_honest_minus_malicious,20,-0.2937120940637055,-0.3029328108928536,-0.2839060079663935
dog,7/10,33,507,dog:387,lir_pptd,LIR-PPTD,mean_reputation_honest,20,0.5174679071823011,0.5126480107913306,0.5218974188873426
dog,7/10,33,507,dog:387,lir_pptd,LIR-PPTD,mean_reputation_malicious,20,0.39006099254109283,0.38734631035199263,0.39254404401424575
dog,7/10,33,507,dog:387,lir_pptd,LIR-PPTD,reputation_gap_honest_minus_malicious,20,0.1274069146412082,0.12343963108200673,0.13116009048601232
dog,7/10,33,507,dog:387,no_eg,No-EG,mean_reputation_honest,20,0.2800509122959291,0.2719578915729606,0.28835127033729935
dog,7/10,33,507,dog:387,no_eg,No-EG,mean_reputation_malicious,20,0.5539055374971776,0.5499271088672937,0.557980643431159
dog,7/10,33,507,dog:387,no_eg,No-EG,reputation_gap_honest_minus_malicious,20,-0.27385462520124854,-0.2849623364176002,-0.2626190746937787
dog,7/10,34,513,dog:787,lir_pptd,LIR-PPTD,mean_reputation_honest,20,0.5164481968770485,0.5116913473281167,0.5208520612281907
dog,7/10,34,513,dog:787,lir_pptd,LIR-PPTD,mean_reputation_malicious,20,0.3911430940765534,0.3883617712429632,0.39362601483329596
dog,7/10,34,513,dog:787,lir_pptd,LIR-PPTD,reputation_gap_honest_minus_malicious,20,0.1253051028004951,0.12139178526544278,0.1290164337803547
dog,7/10,34,513,dog:787,no_eg,No-EG,mean_reputation_honest,20,0.2777316735816406,0.2694886985758731,0.2862990688982332
dog,7/10,34,513,dog:787,no_eg,No-EG,mean_reputation_malicious,20,0.5624111390865941,0.5584660616593012,0.5663621364082877
dog,7/10,34,513,dog:787,no_eg,No-EG,reputation_gap_honest_minus_malicious,20,-0.2846794655049536,-0.29575291350469357,-0.27323030758064365
dog,7/10,35,532,dog:60,lir_pptd,LIR-PPTD,mean_reputation_honest,20,0.5122281291033853,0.5071989478720769,0.5170870950735875
dog,7/10,35,532,dog:60,lir_pptd,LIR-PPTD,mean_reputation_malicious,20,0.3876004884413067,0.38465243047268755,0.3902574098891975
dog,7/10,35,532,dog:60,lir_pptd,LIR-PPTD,reputation_gap_honest_minus_malicious,20,0.12462764066207871,0.12018604042081135,0.12869072815271493
dog,7/10,35,532,dog:60,no_eg,No-EG,mean_reputation_honest,20,0.2677763721841682,0.25929522806265787,0.27675495715578274
dog,7/10,35,532,dog:60,no_eg,No-EG,mean_reputation_malicious,20,0.5720333465202769,0.5681813885321619,0.5759641838025673
dog,7/10,35,532,dog:60,no_eg,No-EG,reputation_gap_honest_minus_malicious,20,-0.30425697433610865,-0.3147393546008967,-0.2934937788382843
dog,7/10,36,543,dog:251,lir_pptd,LIR-PPTD,mean_reputation_honest,20,0.5129119478806822,0.5081755109137088,0.5174564872671955
dog,7/10,36,543,dog:251,lir_pptd,LIR-PPTD,mean_reputation_malicious,20,0.38907592871980917,0.38623766812824445,0.39173434349164826
dog,7/10,36,543,dog:251,lir_pptd,LIR-PPTD,reputation_gap_honest_minus_malicious,20,0.12383601916087301,0.11956563288928565,0.1277646419485196
dog,7/10,36,543,dog:251,no_eg,No-EG,mean_reputation_honest,20,0.2640304590102657,0.25537186411000024,0.2731825843687521
dog,7/10,36,543,dog:251,no_eg,No-EG,mean_reputation_malicious,20,0.5809453343707357,0.5775156126158045,0.5843167518534602
dog,7/10,36,543,dog:251,no_eg,No-EG,reputation_gap_honest_minus_malicious,20,-0.31691487536046997,-0.32717180301558796,-0.30646465356088465
dog,7/10,37,580,dog:463,lir_pptd,LIR-PPTD,mean_reputation_honest,20,0.5102822194695724,0.5055332489115046,0.5151770875612128
dog,7/10,37,580,dog:463,lir_pptd,LIR-PPTD,mean_reputation_malicious,20,0.39207757370571855,0.38922848286011763,0.394668235624924
dog,7/10,37,580,dog:463,lir_pptd,LIR-PPTD,reputation_gap_honest_minus_malicious,20,0.11820464576385382,0.11370872004028901,0.12240721500120119
dog,7/10,37,580,dog:463,no_eg,No-EG,mean_reputation_honest,20,0.2470106114528136,0.2415113684018871,0.25293861139434176
dog,7/10,37,580,dog:463,no_eg,No-EG,mean_reputation_malicious,20,0.6126449824837548,0.6084699377358929,0.6168134021314162
dog,7/10,37,580,dog:463,no_eg,No-EG,reputation_gap_honest_minus_malicious,20,-0.3656343710309411,-0.3738835476910708,-0.3574618362772363
dog,7/10,38,584,dog:164,lir_pptd,LIR-PPTD,mean_reputation_honest,20,0.5078267041392107,0.502758964525016,0.512835605956219
dog,7/10,38,584,dog:164,lir_pptd,LIR-PPTD,mean_reputation_malicious,20,0.39395076022340236,0.391275001241952,0.39648535810657537
dog,7/10,38,584,dog:164,lir_pptd,LIR-PPTD,reputation_gap_honest_minus_malicious,20,0.11387594391580833,0.10918788488158843,0.11807880862450101
dog,7/10,38,584,dog:164,no_eg,No-EG,mean_reputation_honest,20,0.24907394617111167,0.24363761425537991,0.25504975659416856
dog,7/10,38,584,dog:164,no_eg,No-EG,mean_reputation_malicious,20,0.6099199227057801,0.605317227324431,0.6144057063241337
dog,7/10,38,584,dog:164,no_eg,No-EG,reputation_gap_honest_minus_malicious,20,-0.36084597653466843,-0.36883449187069073,-0.3527518758916356
dog,7/10,39,592,dog:600,lir_pptd,LIR-PPTD,mean_reputation_honest,20,0.5061219570615122,0.501063026212849,0.5109768379471755
dog,7/10,39,592,dog:600,lir_pptd,LIR-PPTD,mean_reputation_malicious,20,0.39554413140866096,0.3926068995302319,0.39830140253188906
dog,7/10,39,592,dog:600,lir_pptd,LIR-PPTD,reputation_gap_honest_minus_malicious,20,0.11057782565285126,0.10631607606019404,0.11450317854305735
dog,7/10,39,592,dog:600,no_eg,No-EG,mean_reputation_honest,20,0.25368134062638403,0.24743396378947208,0.26035935031202445
dog,7/10,39,592,dog:600,no_eg,No-EG,mean_reputation_malicious,20,0.604164794484023,0.5993069965496494,0.6089091941422595
dog,7/10,39,592,dog:600,no_eg,No-EG,reputation_gap_honest_minus_malicious,20,-0.35048345385763896,-0.3587105861096732,-0.3424411129783342
dog,7/10,40,624,dog:760,lir_pptd,LIR-PPTD,mean_reputation_honest,20,0.5022418002924535,0.49811648119516727,0.5063781885815222
dog,7/10,40,624,dog:760,lir_pptd,LIR-PPTD,mean_reputation_malicious,20,0.3997905630575378,0.39695916057177355,0.4024967806543844
dog,7/10,40,624,dog:760,lir_pptd,LIR-PPTD,reputation_gap_honest_minus_malicious,20,0.10245123723491571,0.09865734431089514,0.1059104929656375
dog,7/10,40,624,dog:760,no_eg,No-EG,mean_reputation_honest,20,0.2545154871879509,0.24712851366911673,0.2623945035328019
dog,7/10,40,624,dog:760,no_eg,No-EG,mean_reputation_malicious,20,0.5980700372459016,0.592829827154235,0.6031657029984697
dog,7/10,40,624,dog:760,no_eg,No-EG,reputation_gap_honest_minus_malicious,20,-0.3435545500579507,-0.3534131552789638,-0.3339900061458292
dog,7/10,41,628,dog:218,lir_pptd,LIR-PPTD,mean_reputation_honest,20,0.5033322314521057,0.4991721931070295,0.5074304326478631
dog,7/10,41,628,dog:218,lir_pptd,LIR-PPTD,mean_reputation_malicious,20,0.39599409170600985,0.3929764314246029,0.39885074960425615
dog,7/10,41,628,dog:218,lir_pptd,LIR-PPTD,reputation_gap_honest_minus_malicious,20,0.1073381397460959,0.10401498924384968,0.11052187656290761
dog,7/10,41,628,dog:218,no_eg,No-EG,mean_reputation_honest,20,0.2589130650688654,0.2514297554260745,0.2664588514930064
dog,7/10,41,628,dog:218,no_eg,No-EG,mean_reputation_malicious,20,0.5906982543281303,0.5858447573774723,0.595393820375148
dog,7/10,41,628,dog:218,no_eg,No-EG,reputation_gap_honest_minus_malicious,20,-0.33178518925926487,-0.3412033348188688,-0.32276587916298355
dog,7/10,42,633,dog:281,lir_pptd,LIR-PPTD,mean_reputation_honest,20,0.5057112418392299,0.5016562893417998,0.5097935494159963
dog,7/10,42,633,dog:281,lir_pptd,LIR-PPTD,mean_reputation_malicious,20,0.39107203141083796,0.38804000008416356,0.3939501455225957
dog,7/10,42,633,dog:281,lir_pptd,LIR-PPTD,reputation_gap_honest_minus_malicious,20,0.11463921042839192,0.11142307051145654,0.11763910509483366
dog,7/10,42,633,dog:281,no_eg,No-EG,mean_reputation_honest,20,0.2630509507013416,0.25528807085327965,0.2715052887894171
dog,7/10,42,633,dog:281,no_eg,No-EG,mean_reputation_malicious,20,0.5866136746703765,0.5824707107772641,0.5907588675146488
dog,7/10,42,633,dog:281,no_eg,No-EG,reputation_gap_honest_minus_malicious,20,-0.32356272396903496,-0.3327572339116107,-0.3143960116474895
dog,7/10,43,661,dog:701,lir_pptd,LIR-PPTD,mean_reputation_honest,20,0.49684595118496744,0.49274263195252394,0.5009105810741743
dog,7/10,43,661,dog:701,lir_pptd,LIR-PPTD,mean_reputation_malicious,20,0.3885226409014379,0.38551805764731745,0.3913754497924533
dog,7/10,43,661,dog:701,lir_pptd,LIR-PPTD,reputation_gap_honest_minus_malicious,20,0.10832331028352954,0.10459751927520788,0.11158539189681445
dog,7/10,43,661,dog:701,no_eg,No-EG,mean_reputation_honest,20,0.2537482177702499,0.24649637910308633,0.2613578012570524
dog,7/10,43,661,dog:701,no_eg,No-EG,mean_reputation_malicious,20,0.5957784281107117,0.5915664802088789,0.6004258096253268
dog,7/10,43,661,dog:701,no_eg,No-EG,reputation_gap_honest_minus_malicious,20,-0.3420302103404618,-0.35039023382388673,-0.33372390667780266
dog,7/10,44,682,dog:775,lir_pptd,LIR-PPTD,mean_reputation_honest,20,0.5009899265899448,0.49681878870959184,0.5052024241193545
dog,7/10,44,682,dog:775,lir_pptd,LIR-PPTD,mean_reputation_malicious,20,0.385127045311237,0.382223891464756,0.38791075696842336
dog,7/10,44,682,dog:775,lir_pptd,LIR-PPTD,reputation_gap_honest_minus_malicious,20,0.11586288127870778,0.11239830579891714,0.11924770563668541
dog,7/10,44,682,dog:775,no_eg,No-EG,mean_reputation_honest,20,0.2535562055253781,0.244307433851665,0.2627112195272831
dog,7/10,44,682,dog:775,no_eg,No-EG,mean_reputation_malicious,20,0.5827884641979132,0.5784998172898894,0.5873576175252344
dog,7/10,44,682,dog:775,no_eg,No-EG,reputation_gap_honest_minus_malicious,20,-0.32923225867253514,-0.34121429881608134,-0.31732977049970773
dog,7/10,45,696,dog:770,lir_pptd,LIR-PPTD,mean_reputation_honest,20,0.5027540712506661,0.4988823417628336,0.5066675635410965
dog,7/10,45,696,dog:770,lir_pptd,LIR-PPTD,mean_reputation_malicious,20,0.38606624851795557,0.38322702819283383,0.388777924735824
dog,7/10,45,696,dog:770,lir_pptd,LIR-PPTD,reputation_gap_honest_minus_malicious,20,0.11668782273271053,0.11355168765000387,0.11976981953442102
dog,7/10,45,696,dog:770,no_eg,No-EG,mean_reputation_honest,20,0.25328996785890223,0.24451024561480025,0.26190248558721424
dog,7/10,45,696,dog:770,no_eg,No-EG,mean_reputation_malicious,20,0.5912457509606871,0.5869253664032521,0.5957103871393233
dog,7/10,45,696,dog:770,no_eg,No-EG,reputation_gap_honest_minus_malicious,20,-0.3379557831017848,-0.3493523429177233,-0.32654983278263905
dog,7/10,46,731,dog:563,lir_pptd,LIR-PPTD,mean_reputation_honest,20,0.5068728442065291,0.5025983656303947,0.5110949576002507
dog,7/10,46,731,dog:563,lir_pptd,LIR-PPTD,mean_reputation_malicious,20,0.3831349087325372,0.38014519796380286,0.3858309653766236
dog,7/10,46,731,dog:563,lir_pptd,LIR-PPTD,reputation_gap_honest_minus_malicious,20,0.1237379354739919,0.12045362358950115,0.12688994247010127
dog,7/10,46,731,dog:563,no_eg,No-EG,mean_reputation_honest,20,0.25568208232954187,0.2470167732503432,0.2647024669555796
dog,7/10,46,731,dog:563,no_eg,No-EG,mean_reputation_malicious,20,0.584911246543432,0.5806308860350804,0.5891898877485335
dog,7/10,46,731,dog:563,no_eg,No-EG,reputation_gap_honest_minus_malicious,20,-0.3292291642138901,-0.3407254313169388,-0.31716599729815387
dog,7/10,47,747,dog:391,lir_pptd,LIR-PPTD,mean_reputation_honest,20,0.5089238581454212,0.50456472844791,0.5130768928897176
dog,7/10,47,747,dog:391,lir_pptd,LIR-PPTD,mean_reputation_malicious,20,0.382668620099135,0.37973502035020384,0.38535151133335627
dog,7/10,47,747,dog:391,lir_pptd,LIR-PPTD,reputation_gap_honest_minus_malicious,20,0.12625523804628622,0.12312559769083128,0.12931652851539802
dog,7/10,47,747,dog:391,no_eg,No-EG,mean_reputation_honest,20,0.2547504999332209,0.2473256198493911,0.26197375120903343
dog,7/10,47,747,dog:391,no_eg,No-EG,mean_reputation_malicious,20,0.5983789468938112,0.5933653852666056,0.6030629391194317
dog,7/10,47,747,dog:391,no_eg,No-EG,reputation_gap_honest_minus_malicious,20,-0.34362844696059025,-0.35415230405313985,-0.3331915587201976
dog,7/10,48,796,dog:481,lir_pptd,LIR-PPTD,mean_reputation_honest,20,0.5123033738542401,0.5075368075006136,0.5170959111346725
dog,7/10,48,796,dog:481,lir_pptd,LIR-PPTD,mean_reputation_malicious,20,0.3800556758839333,0.3770069096932133,0.3828845830621372
dog,7/10,48,796,dog:481,lir_pptd,LIR-PPTD,reputation_gap_honest_minus_malicious,20,0.13224769797030683,0.128787659809145,0.1357052566178611
dog,7/10,48,796,dog:481,no_eg,No-EG,mean_reputation_honest,20,0.24550822685747337,0.23869369052485367,0.25299802103764574
dog,7/10,48,796,dog:481,no_eg,No-EG,mean_reputation_malicious,20,0.6148106421316808,0.6090156510055527,0.6203445666655815
dog,7/10,48,796,dog:481,no_eg,No-EG,reputation_gap_honest_minus_malicious,20,-0.3693024152742074,-0.3789340381519817,-0.3597175115687151
weather,7/10,1,7,weather:6,lir_pptd,LIR-PPTD,mean_reputation_honest,20,0.5455998508476827,0.544225678872507,0.5469378647294031
weather,7/10,1,7,weather:6,lir_pptd,LIR-PPTD,mean_reputation_malicious,20,0.543044836649796,0.5421146928519834,0.5439796288026638
weather,7/10,1,7,weather:6,lir_pptd,LIR-PPTD,reputation_gap_honest_minus_malicious,20,0.0025550141978868124,0.0002911259915056728,0.004764812586591211
weather,7/10,1,7,weather:6,no_eg,No-EG,mean_reputation_honest,20,0.7175839082615615,0.7118725620491243,0.7232386075786803
weather,7/10,1,7,weather:6,no_eg,No-EG,mean_reputation_malicious,20,0.7077408440929294,0.7046179026025424,0.7110075037349615
weather,7/10,1,7,weather:6,no_eg,No-EG,reputation_gap_honest_minus_malicious,20,0.009843064168632131,0.0008078453130930744,0.018271106001943836
weather,7/10,2,42,weather:41,lir_pptd,LIR-PPTD,mean_reputation_honest,20,0.5835388920980433,0.5797229360142832,0.5871798118628421
weather,7/10,2,42,weather:41,lir_pptd,LIR-PPTD,mean_reputation_malicious,20,0.5599142980796067,0.5576035366055301,0.562208107869223
weather,7/10,2,42,weather:41,lir_pptd,LIR-PPTD,reputation_gap_honest_minus_malicious,20,0.023624594018436564,0.017798984270681866,0.029388188626750886
weather,7/10,2,42,weather:41,no_eg,No-EG,mean_reputation_honest,20,0.8959765964961903,0.884106431255817,0.9073535534399744
weather,7/10,2,42,weather:41,no_eg,No-EG,mean_reputation_malicious,20,0.9131513590797776,0.9070953378446047,0.9192520645914287
weather,7/10,2,42,weather:41,no_eg,No-EG,reputation_gap_honest_minus_malicious,20,-0.017174762583587234,-0.034536265920419036,-0.000696971768523766
weather,7/10,3,70,weather:69,lir_pptd,LIR-PPTD,mean_reputation_honest,20,0.6160723186845156,0.611668180088019,0.6206321503180928
weather,7/10,3,70,weather:69,lir_pptd,LIR-PPTD,mean_reputation_malicious,20,0.5668129481074323,0.5629187203593833,0.5706956785374552
weather,7/10,3,70,weather:69,lir_pptd,LIR-PPTD,reputation_gap_honest_minus_malicious,20,0.049259370577083364,0.041075602795670685,0.05713409071864756
weather,7/10,3,70,weather:69,no_eg,No-EG,mean_reputation_honest,20,0.8045059800679822,0.7907934227054197,0.8182336488968325
weather,7/10,3,70,weather:69,no_eg,No-EG,mean_reputation_malicious,20,0.8763313965774402,0.8679689130755867,0.8848299017010531
weather,7/10,3,70,weather:69,no_eg,No-EG,reputation_gap_honest_minus_malicious,20,-0.0718254165094579,-0.09197045289920303,-0.05121726512474902
weather,7/10,4,72,weather:71,lir_pptd,LIR-PPTD,mean_reputation_honest,20,0.6396045789296282,0.6354369312765827,0.6438228596997908
weather,7/10,4,72,weather:71,lir_pptd,LIR-PPTD,mean_reputation_malicious,20,0.5638947416119453,0.5592261853686578,0.5684665156206329
weather,7/10,4,72,weather:71,lir_pptd,LIR-PPTD,reputation_gap_honest_minus_malicious,20,0.07570983731768285,0.06780401213303025,0.08387179398004004
weather,7/10,4,72,weather:71,no_eg,No-EG,mean_reputation_honest,20,0.8009421508883829,0.7876964416252809,0.8134812253126102
weather,7/10,4,72,weather:71,no_eg,No-EG,mean_reputation_malicious,20,0.8430502055163153,0.8335966617970395,0.8524735032922479
weather,7/10,4,72,weather:71,no_eg,No-EG,reputation_gap_honest_minus_malicious,20,-0.04210805462793236,-0.0631473553236588,-0.021215626436777574
weather,7/10,5,75,weather:74,lir_pptd,LIR-PPTD,mean_reputation_honest,20,0.6598862440241134,0.6554217368458366,0.6644340028150326
weather,7/10,5,75,weather:74,lir_pptd,LIR-PPTD,mean_reputation_malicious,20,0.5669186627962838,0.5617796616468995,0.572179388797645
weather,7/10,5,75,weather:74,lir_pptd,LIR-PPTD,reputation_gap_honest_minus_malicious,20,0.09296758122782972,0.08448473129413857,0.10188136311893911
weather,7/10,5,75,weather:74,no_eg,No-EG,mean_reputation_honest,20,0.797681815964106,0.7854304248633623,0.8092713147029637
weather,7/10,5,75,weather:74,no_eg,No-EG,mean_reputation_malicious,20,0.8411224731727707,0.8323973841477581,0.8497672374180525
weather,7/10,5,75,weather:74,no_eg,No-EG,reputation_gap_honest_minus_malicious,20,-0.04344065720866462,-0.06373938637228391,-0.024178310132097782
weather,7/10,6,79,weather:78,lir_pptd,LIR-PPTD,mean_reputation_honest,20,0.6842651865832603,0.6798412965425813,0.6892973194141978
weather,7/10,6,79,weather:78,lir_pptd,LIR-PPTD,mean_reputation_malicious,20,0.566887520011411,0.5610311724808591,0.5729239293819883
weather,7/10,6,79,weather:78,lir_pptd,LIR-PPTD,reputation_gap_honest_minus_malicious,20,0.11737766657184939,0.10869872487027343,0.12659447593420034
weather,7/10,6,79,weather:78,no_eg,No-EG,mean_reputation_honest,20,0.7918400821762206,0.7798062926933919,0.8036957998056138
weather,7/10,6,79,weather:78,no_eg,No-EG,mean_reputation_malicious,20,0.8185377273908803,0.8095448234266639,0.827655716578237
weather,7/10,6,79,weather:78,no_eg,No-EG,reputation_gap_honest_minus_malicious,20,-0.026697645214659598,-0.04745384248004366,-0.0061842273007342375
weather,7/10,7,99,weather:98,lir_pptd,LIR-PPTD,mean_reputation_honest,20,0.6999887208725774,0.6943926640061256,0.7060272411848295
weather,7/10,7,99,weather:98,lir_pptd,LIR-PPTD,mean_reputation_malicious,20,0.5604805134515656,0.5537309195675352,0.5671267569629781
weather,7/10,7,99,weather:98,lir_pptd,LIR-PPTD,reputation_gap_honest_minus_malicious,20,0.13950820742101175,0.1303816873420174,0.14878465325647663
weather,7/10,7,99,weather:98,no_eg,No-EG,mean_reputation_honest,20,0.6874742001874642,0.6758694421536421,0.6985372291232486
weather,7/10,7,99,weather:98,no_eg,No-EG,mean_reputation_malicious,20,0.8506777671771638,0.8414806798984749,0.8601222309830363
weather,7/10,7,99,weather:98,no_eg,No-EG,reputation_gap_honest_minus_malicious,20,-0.16320356698969962,-0.18200419981629773,-0.1452756247912663
weather,7/10,8,110,weather:109,lir_pptd,LIR-PPTD,mean_reputation_honest,20,0.7086176467004078,0.7021565077356474,0.7154189677155051
weather,7/10,8,110,weather:109,lir_pptd,LIR-PPTD,mean_reputation_malicious,20,0.5513190322356841,0.5438673881674678,0.558979349663036
weather,7/10,8,110,weather:109,lir_pptd,LIR-PPTD,reputation_gap_honest_minus_malicious,20,0.15729861446472368,0.14817770542551736,0.16701988709255766
weather,7/10,8,110,weather:109,no_eg,No-EG,mean_reputation_honest,20,0.6194781271623264,0.6055041005102161,0.632679202212087
weather,7/10,8,110,weather:109,no_eg,No-EG,mean_reputation_malicious,20,0.8434408357735819,0.8320106254006514,0.8550648490229286
weather,7/10,8,110,weather:109,no_eg,No-EG,reputation_gap_honest_minus_malicious,20,-0.22396270861125542,-0.2481040899185678,-0.2009234842498848
weather,7/10,9,143,weather:142,lir_pptd,LIR-PPTD,mean_reputation_honest,20,0.7315676372032746,0.7245711182521688,0.7387369550505889
weather,7/10,9,143,weather:142,lir_pptd,LIR-PPTD,mean_reputation_malicious,20,0.5344660240786706,0.5268840736784847,0.5422752447796776
weather,7/10,9,143,weather:142,lir_pptd,LIR-PPTD,reputation_gap_honest_minus_malicious,20,0.19710161312460395,0.18766096573313568,0.20728334026981515
weather,7/10,9,143,weather:142,no_eg,No-EG,mean_reputation_honest,20,0.5193907902498738,0.5092953518690465,0.5290381331596137
weather,7/10,9,143,weather:142,no_eg,No-EG,mean_reputation_malicious,20,0.8491422461053013,0.8405963289408483,0.8579336815682059
weather,7/10,9,143,weather:142,no_eg,No-EG,reputation_gap_honest_minus_malicious,20,-0.32975145585542753,-0.3459421175165235,-0.3146320352713645
weather,7/10,10,155,weather:154,lir_pptd,LIR-PPTD,mean_reputation_honest,20,0.7506603306542114,0.7436236216613011,0.7582931583031148
weather,7/10,10,155,weather:154,lir_pptd,LIR-PPTD,mean_reputation_malicious,20,0.5108441313836679,0.5026136509455775,0.5190699584987354
weather,7/10,10,155,weather:154,lir_pptd,LIR-PPTD,reputation_gap_honest_minus_malicious,20,0.23981619927054362,0.2287169337964837,0.2509367015534388
weather,7/10,10,155,weather:154,no_eg,No-EG,mean_reputation_honest,20,0.5030956289357184,0.4916544464092071,0.5139272695278971
weather,7/10,10,155,weather:154,no_eg,No-EG,mean_reputation_malicious,20,0.8148609298222466,0.8054437441959864,0.8240191019542067
weather,7/10,10,155,weather:154,no_eg,No-EG,reputation_gap_honest_minus_malicious,20,-0.3117653008865282,-0.3297259072606196,-0.29483676201807446
weather,7/10,11,173,weather:172,lir_pptd,LIR-PPTD,mean_reputation_honest,20,0.7661832461635457,0.7588363001718706,0.7742525990061958
weather,7/10,11,173,weather:172,lir_pptd,LIR-PPTD,mean_reputation_malicious,20,0.48738137457817154,0.4784782393202008,0.4962271460351121
weather,7/10,11,173,weather:172,lir_pptd,LIR-PPTD,reputation_gap_honest_minus_malicious,20,0.2788018715853741,0.2678702148245823,0.2901290967728041
weather,7/10,11,173,weather:172,no_eg,No-EG,mean_reputation_honest,20,0.439873520435333,0.4305817304605137,0.44997763081244724
weather,7/10,11,173,weather:172,no_eg,No-EG,mean_reputation_malicious,20,0.8299720667845849,0.8209652750606297,0.8389020146662141
weather,7/10,11,173,weather:172,no_eg,No-EG,reputation_gap_honest_minus_malicious,20,-0.39009854634925184,-0.4019107333688027,-0.37904218824195385
weather,7/10,12,202,weather:201,lir_pptd,LIR-PPTD,mean_reputation_honest,20,0.7796592854517483,0.772158135970809,0.7878106906010336
weather,7/10,12,202,weather:201,lir_pptd,LIR-PPTD,mean_reputation_malicious,20,0.47203854595672134,0.4641382142175638,0.4800561010529742
weather,7/10,12,202,weather:201,lir_pptd,LIR-PPTD,reputation_gap_honest_minus_malicious,20,0.307620739495027,0.29625537137013597,0.3192423753583752
weather,7/10,12,202,weather:201,no_eg,No-EG,mean_reputation_honest,20,0.39036151189329454,0.3771788153388857,0.4029046925083105
weather,7/10,12,202,weather:201,no_eg,No-EG,mean_reputation_malicious,20,0.8627640966020502,0.8559914506595581,0.8697177333246665
weather,7/10,12,202,weather:201,no_eg,No-EG,reputation_gap_honest_minus_malicious,20,-0.47240258470875574,-0.48687882512074737,-0.4591767963229389
weather,7/10,13,217,weather:216,lir_pptd,LIR-PPTD,mean_reputation_honest,20,0.7958360851251985,0.7884416695427255,0.8037321227641261
weather,7/10,13,217,weather:216,lir_pptd,LIR-PPTD,mean_reputation_malicious,20,0.455340783483798,0.4474480674235378,0.46331004826549166
weather,7/10,13,217,weather:216,lir_pptd,LIR-PPTD,reputation_gap_honest_minus_malicious,20,0.3404953016414006,0.32854249289637344,0.3524593954646781
weather,7/10,13,217,weather:216,no_eg,No-EG,mean_reputation_honest,20,0.40583061166167494,0.39633861208645416,0.41464527199118784
weather,7/10,13,217,weather:216,no_eg,No-EG,mean_reputation_malicious,20,0.835713435041876,0.8292739211216672,0.842318341105315
weather,7/10,13,217,weather:216,no_eg,No-EG,reputation_gap_honest_minus_malicious,20,-0.4298828233802011,-0.4422271570365428,-0.4185928286798069
weather,7/10,14,220,weather:219,lir_pptd,LIR-PPTD,mean_reputation_honest,20,0.8112823368626101,0.8032487300836538,0.8201173978319614
weather,7/10,14,220,weather:219,lir_pptd,LIR-PPTD,mean_reputation_malicious,20,0.43995070210889736,0.4320389927362613,0.4478822675469971
weather,7/10,14,220,weather:219,lir_pptd,LIR-PPTD,reputation_gap_honest_minus_malicious,20,0.3713316347537127,0.3596382267999734,0.3831920703769869
weather,7/10,14,220,weather:219,no_eg,No-EG,mean_reputation_honest,20,0.45375267948023085,0.44366235652412167,0.4632844563834554
weather,7/10,14,220,weather:219,no_eg,No-EG,mean_reputation_malicious,20,0.782594769911229,0.775547311457283,0.7899970859763396
weather,7/10,14,220,weather:219,no_eg,No-EG,reputation_gap_honest_minus_malicious,20,-0.3288420904309982,-0.34434169042291873,-0.3145312262962724
weather,7/10,15,236,weather:235,lir_pptd,LIR-PPTD,mean_reputation_honest,20,0.8222720641663599,0.8151811591538582,0.8298058701533056
weather,7/10,15,236,weather:235,lir_pptd,LIR-PPTD,mean_reputation_malicious,20,0.42258129317335685,0.41464724847634754,0.4304013547734841
weather,7/10,15,236,weather:235,lir_pptd,LIR-PPTD,reputation_gap_honest_minus_malicious,20,0.399690770993003,0.388546251679486,0.4110399216269545
weather,7/10,15,236,weather:235,no_eg,No-EG,mean_reputation_honest,20,0.4045283357165836,0.39679013922415973,0.41205557012095473
weather,7/10,15,236,weather:235,no_eg,No-EG,mean_reputation_malicious,20,0.812290273500482,0.8015749627734794,0.8234201863179667
weather,7/10,15,236,weather:235,no_eg,No-EG,reputation_gap_honest_minus_malicious,20,-0.4077619377838984,-0.4227628002760607,-0.39375579566375946
weather,7/10,16,250,weather:249,lir_pptd,LIR-PPTD,mean_reputation_honest,20,0.8295963361223601,0.8228231003914084,0.836850992977715
weather,7/10,16,250,weather:249,lir_pptd,LIR-PPTD,mean_reputation_malicious,20,0.4070191181494696,0.39911561946366836,0.41505320194500445
weather,7/10,16,250,weather:249,lir_pptd,LIR-PPTD,reputation_gap_honest_minus_malicious,20,0.42257721797289044,0.41015280109261093,0.4350973697836525
weather,7/10,16,250,weather:249,no_eg,No-EG,mean_reputation_honest,20,0.420406340737512,0.41030406088532284,0.43066139095906436
weather,7/10,16,250,weather:249,no_eg,No-EG,mean_reputation_malicious,20,0.8182668073016001,0.8084442382284842,0.8279664470242689
weather,7/10,16,250,weather:249,no_eg,No-EG,reputation_gap_honest_minus_malicious,20,-0.3978604665640881,-0.4134472571256372,-0.38385000629007227
weather,7/10,17,267,weather:266,lir_pptd,LIR-PPTD,mean_reputation_honest,20,0.8426736384195939,0.8357181454939334,0.8502231452350565
weather,7/10,17,267,weather:266,lir_pptd,LIR-PPTD,mean_reputation_malicious,20,0.39670209971392445,0.38900036180221276,0.4045783429620421
weather,7/10,17,267,weather:266,lir_pptd,LIR-PPTD,reputation_gap_honest_minus_malicious,20,0.4459715387056694,0.4337528315699507,0.45842244921175046
