dataset,rho,comparator,selector_seed_index,n_malicious_subsets,mean_loss_delta_lir_minus_comparator,median_loss_delta_lir_minus_comparator,within_seed_subset_sd,paper_metric
dog,9/10,crh,7,20,-0.02429699257546728,-0.02056499012745877,0.01195464873174484,0.11378623153913037
dog,9/10,crh,8,20,-0.03481928243127476,-0.031322843109596654,0.014346079957755876,0.11378623153913037
dog,9/10,crh,9,20,-0.034876330205848176,-0.03341999134447193,0.012269147275075066,0.11378623153913037
dog,9/10,crh,10,20,-0.028011013287857756,-0.02397333262951573,0.011467700221806492,0.11378623153913037
dog,9/10,crh,11,20,-0.023914540470877165,-0.02172877113399535,0.01052472889381438,0.11378623153913037
dog,9/10,crh,12,20,-0.04156131108966226,-0.03530307755916667,0.017981921157280475,0.11378623153913037
dog,9/10,crh,13,20,-0.025093013182570928,-0.02445922053314742,0.009229169031035218,0.11378623153913037
dog,9/10,crh,14,20,-0.026628458879659332,-0.022064276409337502,0.012909204751066985,0.11378623153913037
dog,9/10,crh,15,20,-0.022453596676904303,-0.021741231407506556,0.010067290628066322,0.11378623153913037
dog,9/10,crh,16,20,-0.03769128648725827,-0.035653646855315024,0.013275327922152674,0.11378623153913037
dog,9/10,crh,17,20,-0.01572458070361919,-0.013959263418640844,0.009190342747812339,0.11378623153913037
dog,9/10,crh,18,20,-0.028272715910602503,-0.023004223664696344,0.01541334698771933,0.11378623153913037
dog,9/10,crh,19,20,-0.024617510811236837,-0.026193131986267437,0.010284212358408843,0.11378623153913037
dog,9/10,crh,20,20,-0.027494731288108486,-0.02275473415278545,0.015248708776945627,0.11378623153913037
dog,9/10,pptd_liang,1,20,-0.029444781285658334,-0.025305073473572415,0.01220199541122293,0.11378623153913037
dog,9/10,pptd_liang,2,20,-0.023309750367119575,-0.022065663369281674,0.012219961951323821,0.11378623153913037
dog,9/10,pptd_liang,3,20,-0.02235044576673138,-0.017850283530496225,0.012848984263122656,0.11378623153913037
dog,9/10,pptd_liang,4,20,-0.03970224385380492,-0.03684258661131995,0.01667785102190469,0.11378623153913037
dog,9/10,pptd_liang,5,20,-0.026446397970276987,-0.02576507407690176,0.01283770403216887,0.11378623153913037
dog,9/10,pptd_liang,6,20,-0.02179582296205722,-0.02091206915506938,0.009645984237739344,0.11378623153913037
dog,9/10,pptd_liang,7,20,-0.024405061698923182,-0.02056499012745877,0.011856910458535309,0.11378623153913037
dog,9/10,pptd_liang,8,20,-0.03492793142985992,-0.0317161226210641,0.014315081212193718,0.11378623153913037
dog,9/10,pptd_liang,9,20,-0.034926551210757786,-0.03341999134447193,0.012257123057155556,0.11378623153913037
dog,9/10,pptd_liang,10,20,-0.02812097412055122,-0.02436593192595221,0.011387995366368971,0.11378623153913037
dog,9/10,pptd_liang,11,20,-0.024032072958943978,-0.02172877113399535,0.01046584730091099,0.11378623153913037
dog,9/10,pptd_liang,12,20,-0.04167044053300242,-0.035341845106129255,0.017921470510487654,0.11378623153913037
dog,9/10,pptd_liang,13,20,-0.025145523811262716,-0.02445922053314742,0.009174783886994567,0.11378623153913037
dog,9/10,pptd_liang,14,20,-0.026736502480807573,-0.022433493331521226,0.012811947881864998,0.11378623153913037
dog,9/10,pptd_liang,15,20,-0.022564515059444974,-0.022015870323030984,0.009999383865785179,0.11378623153913037
dog,9/10,pptd_liang,16,20,-0.037801402974513204,-0.03623211362371742,0.013209631936698255,0.11378623153913037
dog,9/10,pptd_liang,17,20,-0.015716891135163107,-0.013923307716066424,0.009189832204914587,0.11378623153913037
dog,9/10,pptd_liang,18,20,-0.028383550874329873,-0.023004223664696344,0.015337070330294945,0.11378623153913037
dog,9/10,pptd_liang,19,20,-0.024726658240295553,-0.026193131986267437,0.010251529562957568,0.11378623153913037
dog,9/10,pptd_liang,20,20,-0.027603759818068757,-0.0232790760696871,0.015204225500601938,0.11378623153913037
dog,9/10,tqpp_liu,1,20,-0.017961967492962045,-0.017351852015777602,0.008468149648327608,0.11378623153913037
dog,9/10,tqpp_liu,2,20,-0.011916594100365796,-0.011869629302331264,0.009586475422990714,0.11378623153913037
dog,9/10,tqpp_liu,3,20,-0.01082999417436466,-0.009131242541469797,0.011171969314932606,0.11378623153913037
dog,9/10,tqpp_liu,4,20,-0.028518660983369044,-0.023186464390934636,0.013848780517800556,0.11378623153913037
dog,9/10,tqpp_liu,5,20,-0.015113014107652516,-0.013177444224476198,0.01020491035731574,0.11378623153913037
dog,9/10,tqpp_liu,6,20,-0.009793066072278301,-0.009588113839101298,0.007076526453464012,0.11378623153913037
dog,9/10,tqpp_liu,7,20,-0.012898883686751994,-0.013383662753255532,0.008761190460131438,0.11378623153913037
dog,9/10,tqpp_liu,8,20,-0.023519766922803987,-0.02241593039231332,0.011865502847480489,0.11378623153913037
dog,9/10,tqpp_liu,9,20,-0.023112553153372135,-0.021466085346734998,0.011218522738526998,0.11378623153913037
dog,9/10,tqpp_liu,10,20,-0.01708799745949926,-0.017162013553472744,0.007535962969888014,0.11378623153913037
dog,9/10,tqpp_liu,11,20,-0.012149284076435073,-0.011561163896628812,0.007206954887293021,0.11378623153913037
dog,9/10,tqpp_liu,12,20,-0.03002437419748898,-0.027731224211782535,0.015023407691844768,0.11378623153913037
dog,9/10,tqpp_liu,13,20,-0.014006339915437028,-0.012964646018909065,0.006146092380491574,0.11378623153913037
dog,9/10,tqpp_liu,14,20,-0.01586075866128857,-0.013813270132514877,0.009297926473363027,0.11378623153913037
dog,9/10,tqpp_liu,15,20,-0.01063144538506428,-0.011582863137630017,0.007314277040362747,0.11378623153913037
dog,9/10,tqpp_liu,16,20,-0.026513465461907047,-0.0250882099866222,0.011087877979254056,0.11378623153913037
dog,9/10,tqpp_liu,17,20,-0.004496078625100241,-0.003827616584834659,0.0058210553561048135,0.11378623153913037
dog,9/10,tqpp_liu,18,20,-0.017330214465352756,-0.016058618353552823,0.012072190122394556,0.11378623153913037
dog,9/10,tqpp_liu,19,20,-0.013488413095460162,-0.012342461660621473,0.00825446411259156,0.11378623153913037
dog,9/10,tqpp_liu,20,20,-0.01573153900219263,-0.013993850894311821,0.011280197234584637,0.11378623153913037
duck,1/10,crh,1,20,-0.008490566037735852,-0.009433962264150941,0.008040015341762179,0.7884615384615384
duck,1/10,crh,2,20,0.014423076923076933,0.009615384615384692,0.009095243297374201,0.7884615384615384
duck,1/10,crh,3,20,0.003365384615384609,0.0,0.011786718636637005,0.7884615384615384
duck,1/10,crh,4,20,0.005288461538461536,0.004807692307692291,0.015114982842266759,0.7884615384615384
duck,1/10,crh,5,20,0.023557692307692314,0.024038461538461564,0.009602724458985138,0.7884615384615384
duck,1/10,crh,6,20,-0.004411764705882354,-0.009803921568627416,0.011234617809508471,0.7884615384615384
duck,1/10,crh,7,20,-0.00809523809523811,-0.00952380952380949,0.008334228380146868,0.7884615384615384
duck,1/10,crh,8,20,-0.02425742574257427,-0.02475247524752472,0.012636655688729358,0.7884615384615384
duck,1/10,crh,9,20,-0.03155339805825241,-0.03883495145631066,0.012550407859800848,0.7884615384615384
duck,1/10,crh,10,20,0.008571428571428568,0.00952380952380949,0.00972224353398173,0.7884615384615384
duck,1/10,crh,11,20,0.019711538461538464,0.019230769230769273,0.012272136774631386,0.7884615384615384
duck,1/10,crh,12,20,-0.0030612244897959217,0.0,0.013283883546178649,0.7884615384615384
duck,1/10,crh,13,20,0.0,0.0,0.016997922282751543,0.7884615384615384
duck,1/10,crh,14,20,-0.0030000000000000083,0.0,0.011285761872936699,0.7884615384615384
duck,1/10,crh,15,20,-0.013861386138613868,-0.00990099009900991,0.008738415348099882,0.7884615384615384
duck,1/10,crh,16,20,-0.007000000000000011,-0.0050000000000000044,0.011285761872936697,0.7884615384615384
duck,1/10,crh,17,20,-0.008571428571428574,-0.00952380952380949,0.008116586916445625,0.7884615384615384
duck,1/10,crh,18,20,-0.0067010309278350555,-0.010309278350515427,0.009621670149347748,0.7884615384615384
duck,1/10,crh,19,20,-0.013106796116504848,-0.009708737864077666,0.011036000793869233,0.7884615384615384
duck,1/10,crh,20,20,0.0004807692307692402,0.0,0.007299563985733168,0.7884615384615384
duck,1/10,pptd_liang,1,20,-0.008490566037735852,-0.009433962264150941,0.008040015341762179,0.7884615384615384
duck,1/10,pptd_liang,2,20,0.014423076923076933,0.009615384615384692,0.009095243297374201,0.7884615384615384
duck,1/10,pptd_liang,3,20,0.003365384615384609,0.0,0.011786718636637005,0.7884615384615384
duck,1/10,pptd_liang,4,20,0.005288461538461536,0.004807692307692291,0.015114982842266759,0.7884615384615384
duck,1/10,pptd_liang,5,20,0.023557692307692314,0.024038461538461564,0.009602724458985138,0.7884615384615384
duck,1/10,pptd_liang,6,20,-0.004411764705882354,-0.009803921568627416,0.011234617809508471,0.7884615384615384
duck,1/10,pptd_liang,7,20,-0.00809523809523811,-0.00952380952380949,0.008334228380146868,0.7884615384615384
duck,1/10,pptd_liang,8,20,-0.02425742574257427,-0.02475247524752472,0.012636655688729358,0.7884615384615384
duck,1/10,pptd_liang,9,20,-0.03155339805825241,-0.03883495145631066,0.012550407859800848,0.7884615384615384
duck,1/10,pptd_liang,10,20,0.008571428571428568,0.00952380952380949,0.00972224353398173,0.7884615384615384
duck,1/10,pptd_liang,11,20,0.019711538461538464,0.019230769230769273,0.012272136774631386,0.7884615384615384
duck,1/10,pptd_liang,12,20,-0.0030612244897959217,0.0,0.013283883546178649,0.7884615384615384
duck,1/10,pptd_liang,13,20,0.0,0.0,0.016997922282751543,0.7884615384615384
duck,1/10,pptd_liang,14,20,-0.0030000000000000083,0.0,0.011285761872936699,0.7884615384615384
duck,1/10,pptd_liang,15,20,-0.013861386138613868,-0.00990099009900991,0.008738415348099882,0.7884615384615384
duck,1/10,pptd_liang,16,20,-0.007000000000000011,-0.0050000000000000044,0.011285761872936697,0.7884615384615384
duck,1/10,pptd_liang,17,20,-0.008571428571428574,-0.00952380952380949,0.008116586916445625,0.7884615384615384
duck,1/10,pptd_liang,18,20,-0.0067010309278350555,-0.010309278350515427,0.009621670149347748,0.7884615384615384
duck,1/10,pptd_liang,19,20,-0.013106796116504848,-0.009708737864077666,0.011036000793869233,0.7884615384615384
duck,1/10,pptd_liang,20,20,0.0004807692307692402,0.0,0.007299563985733168,0.7884615384615384
duck,1/10,tqpp_liu,1,20,0.021226415094339625,0.009433962264150941,0.04338057228127778,0.7884615384615384
duck,1/10,tqpp_liu,2,20,0.04086538461538463,0.038461538461538436,0.04195600515697939,0.7884615384615384
duck,1/10,tqpp_liu,3,20,0.034134615384615374,0.028846153846153855,0.03964217776388672,0.7884615384615384
duck,1/10,tqpp_liu,4,20,0.03557692307692308,0.028846153846153855,0.04080654850018912,0.7884615384615384
duck,1/10,tqpp_liu,5,20,0.05528846153846154,0.04807692307692313,0.04366106879913332,0.7884615384615384
duck,1/10,tqpp_liu,6,20,0.0284313725490196,0.02450980392156854,0.038943846254990755,0.7884615384615384
duck,1/10,tqpp_liu,7,20,0.023809523809523798,0.014285714285714346,0.04231063412564944,0.7884615384615384
duck,1/10,tqpp_liu,8,20,0.013366336633663356,0.004950495049504955,0.042040106898328,0.7884615384615384
duck,1/10,tqpp_liu,9,20,0.0,-0.004854368932038833,0.046721019726775496,0.7884615384615384
duck,1/10,tqpp_liu,10,20,0.0338095238095238,0.023809523809523836,0.033060104681351975,0.7884615384615384
duck,1/10,tqpp_liu,11,20,0.05096153846153846,0.04326923076923078,0.04278576050247498,0.7884615384615384
duck,1/10,tqpp_liu,12,20,0.030612244897959183,0.02551020408163268,0.044045217086600814,0.7884615384615384
duck,1/10,tqpp_liu,13,20,0.03267326732673268,0.024752475247524774,0.04102454793468095,0.7884615384615384
duck,1/10,tqpp_liu,14,20,0.022499999999999992,0.015000000000000013,0.03640054944640259,0.7884615384615384
duck,1/10,tqpp_liu,15,20,0.01683168316831683,0.014851485148514865,0.044638332257622,0.7884615384615384
duck,1/10,tqpp_liu,16,20,0.024999999999999994,0.015000000000000013,0.04186444289546164,0.7884615384615384
duck,1/10,tqpp_liu,17,20,0.01809523809523809,0.01428571428571429,0.04235574142430772,0.7884615384615384
duck,1/10,tqpp_liu,18,20,0.019072164948453606,0.015463917525773196,0.03832282152249987,0.7884615384615384
duck,1/10,tqpp_liu,19,20,0.021844660194174748,0.01941747572815533,0.04282921023653473,0.7884615384615384
duck,1/10,tqpp_liu,20,20,0.020673076923076933,0.009615384615384692,0.042919186878418114,0.7884615384615384
duck,1/2,crh,1,20,-0.04858490566037736,-0.04716981132075476,0.026378716616572703,0.5769230769230769
duck,1/2,crh,2,20,-0.09278846153846154,-0.09134615384615385,0.043594146697517155,0.5769230769230769
duck,1/2,crh,3,20,-0.08701923076923077,-0.08653846153846145,0.03080005414621101,0.5769230769230769
duck,1/2,crh,4,20,-0.10769230769230771,-0.10576923076923078,0.03903918449301659,0.5769230769230769
duck,1/2,crh,5,20,-0.0875,-0.08173076923076927,0.04678424074606998,0.5769230769230769
duck,1/2,crh,6,20,-0.16274509803921572,-0.15196078431372556,0.05162331755668941,0.5769230769230769
duck,1/2,crh,7,20,-0.12095238095238096,-0.12380952380952376,0.04992893864234996,0.5769230769230769
duck,1/2,crh,8,20,-0.04356435643564358,-0.034653465346534684,0.05001302592180494,0.5769230769230769
duck,1/2,crh,9,20,-0.14368932038834947,-0.13592233009708737,0.04667852674870088,0.5769230769230769
duck,1/2,crh,10,20,-0.11428571428571428,-0.11428571428571427,0.04075900020101476,0.5769230769230769
duck,1/2,crh,11,20,-0.09423076923076923,-0.09134615384615385,0.0480870434692206,0.5769230769230769
duck,1/2,crh,12,20,-0.22193877551020408,-0.22448979591836726,0.040933639146060415,0.5769230769230769
duck,1/2,crh,13,20,-0.16831683168316838,-0.1683168316831683,0.061789927494660266,0.5769230769230769
duck,1/2,crh,14,20,-0.23600000000000004,-0.24000000000000005,0.06064564895227113,0.5769230769230769
duck,1/2,crh,15,20,-0.1995049504950496,-0.19801980198019797,0.05811299243892748,0.5769230769230769
duck,1/2,crh,16,20,-0.21150000000000002,-0.21500000000000002,0.05537194805656513,0.5769230769230769
duck,1/2,crh,17,20,-0.08523809523809525,-0.09523809523809523,0.03188399428831121,0.5769230769230769
duck,1/2,crh,18,20,-0.2252577319587629,-0.22680412371134018,0.0550898194672817,0.5769230769230769
duck,1/2,crh,19,20,-0.1485436893203883,-0.15048543689320382,0.0468376766367771,0.5769230769230769
duck,1/2,crh,20,20,-0.11009615384615383,-0.10576923076923078,0.041442548399124354,0.5769230769230769
duck,1/2,pptd_liang,1,20,-0.04858490566037736,-0.04716981132075476,0.026378716616572703,0.5769230769230769
duck,1/2,pptd_liang,2,20,-0.09278846153846154,-0.09134615384615385,0.043594146697517155,0.5769230769230769
duck,1/2,pptd_liang,3,20,-0.08701923076923077,-0.08653846153846145,0.03080005414621101,0.5769230769230769
duck,1/2,pptd_liang,4,20,-0.10769230769230771,-0.10576923076923078,0.03903918449301659,0.5769230769230769
duck,1/2,pptd_liang,5,20,-0.0875,-0.08173076923076927,0.04678424074606998,0.5769230769230769
duck,1/2,pptd_liang,6,20,-0.16274509803921572,-0.15196078431372556,0.05162331755668941,0.5769230769230769
duck,1/2,pptd_liang,7,20,-0.12095238095238096,-0.12380952380952376,0.04992893864234996,0.5769230769230769
duck,1/2,pptd_liang,8,20,-0.04356435643564358,-0.034653465346534684,0.05001302592180494,0.5769230769230769
duck,1/2,pptd_liang,9,20,-0.14368932038834947,-0.13592233009708737,0.04667852674870088,0.5769230769230769
duck,1/2,pptd_liang,10,20,-0.11428571428571428,-0.11428571428571427,0.04075900020101476,0.5769230769230769
duck,1/2,pptd_liang,11,20,-0.09423076923076923,-0.09134615384615385,0.0480870434692206,0.5769230769230769
duck,1/2,pptd_liang,12,20,-0.22193877551020408,-0.22448979591836726,0.040933639146060415,0.5769230769230769
duck,1/2,pptd_liang,13,20,-0.16831683168316838,-0.1683168316831683,0.061789927494660266,0.5769230769230769
duck,1/2,pptd_liang,14,20,-0.23600000000000004,-0.24000000000000005,0.06064564895227113,0.5769230769230769
duck,1/2,pptd_liang,15,20,-0.1995049504950496,-0.19801980198019797,0.05811299243892748,0.5769230769230769
duck,1/2,pptd_liang,16,20,-0.21150000000000002,-0.21500000000000002,0.05537194805656513,0.5769230769230769
duck,1/2,pptd_liang,17,20,-0.08523809523809525,-0.09523809523809523,0.03188399428831121,0.5769230769230769
duck,1/2,pptd_liang,18,20,-0.2252577319587629,-0.22680412371134018,0.0550898194672817,0.5769230769230769
duck,1/2,pptd_liang,19,20,-0.1485436893203883,-0.15048543689320382,0.0468376766367771,0.5769230769230769
duck,1/2,pptd_liang,20,20,-0.11009615384615383,-0.10576923076923078,0.041442548399124354,0.5769230769230769
duck,1/2,tqpp_liu,1,20,0.0759433962264151,0.06603773584905659,0.20638101107605863,0.5769230769230769
duck,1/2,tqpp_liu,2,20,0.028846153846153817,0.038461538461538436,0.1991202231880693,0.5769230769230769
duck,1/2,tqpp_liu,3,20,0.03701923076923076,0.009615384615384637,0.1997369367342519,0.5769230769230769
duck,1/2,tqpp_liu,4,20,0.015865384615384587,-0.004807692307692346,0.19755677843836408,0.5769230769230769
duck,1/2,tqpp_liu,5,20,0.030288461538461542,0.04326923076923078,0.1829524836075614,0.5769230769230769
duck,1/2,tqpp_liu,6,20,-0.038235294117647076,0.0,0.18612236467557794,0.5769230769230769
duck,1/2,tqpp_liu,7,20,0.006190476190476202,0.004761904761904745,0.19282449675730415,0.5769230769230769
duck,1/2,tqpp_liu,8,20,0.08910891089108912,0.09900990099009904,0.20603877885536814,0.5769230769230769
duck,1/2,tqpp_liu,9,20,-0.014077669902912615,-0.029126213592232997,0.20589259992520464,0.5769230769230769
duck,1/2,tqpp_liu,10,20,0.01428571428571428,0.00952380952380949,0.2027028252742168,0.5769230769230769
duck,1/2,tqpp_liu,11,20,0.02692307692307691,0.04807692307692302,0.1834392359490761,0.5769230769230769
duck,1/2,tqpp_liu,12,20,-0.0923469387755102,-0.061224489795918324,0.20366431553641373,0.5769230769230769
duck,1/2,tqpp_liu,13,20,-0.0504950495049505,-0.024752475247524774,0.18464190428290123,0.5769230769230769
duck,1/2,tqpp_liu,14,20,-0.11199999999999999,-0.06499999999999995,0.1987487173080092,0.5769230769230769
duck,1/2,tqpp_liu,15,20,-0.07524752475247523,-0.0643564356435643,0.20174709904079255,0.5769230769230769
duck,1/2,tqpp_liu,16,20,-0.08999999999999997,-0.04999999999999993,0.19133877368633226,0.5769230769230769
duck,1/2,tqpp_liu,17,20,0.04238095238095239,0.038095238095238015,0.21225099140224346,0.5769230769230769
duck,1/2,tqpp_liu,18,20,-0.0958762886597938,-0.0515463917525773,0.2054817069105098,0.5769230769230769
duck,1/2,tqpp_liu,19,20,-0.022330097087378632,-0.03883495145631066,0.2034840479563336,0.5769230769230769
duck,1/2,tqpp_liu,20,20,0.013942307692307693,0.019230769230769218,0.20017984264669467,0.5769230769230769
duck,3/10,crh,1,20,-0.020754716981132088,-0.018867924528301883,0.015786038236492,0.7596153846153846
duck,3/10,crh,2,20,-0.0009615384615384692,0.0,0.02373800078792779,0.7596153846153846
duck,3/10,crh,3,20,-0.0168269230769231,-0.019230769230769273,0.022898050014961948,0.7596153846153846
duck,3/10,crh,4,20,-0.013461538461538459,-0.019230769230769162,0.021703388217185943,0.7596153846153846
duck,3/10,crh,5,20,0.007211538461538464,0.009615384615384581,0.02493275759159314,0.7596153846153846
duck,3/10,crh,6,20,-0.021078431372549028,-0.02941176470588236,0.025101223675685527,0.7596153846153846
duck,3/10,crh,7,20,-0.032857142857142876,-0.038095238095238126,0.024226917867313714,0.7596153846153846
duck,3/10,crh,8,20,-0.023267326732673267,-0.01980198019801982,0.042040106898328024,0.7596153846153846
duck,3/10,crh,9,20,-0.06553398058252426,-0.07281553398058249,0.03147961185220708,0.7596153846153846
duck,3/10,crh,10,20,-0.022857142857142874,-0.02857142857142858,0.021496689281784172,0.7596153846153846
duck,3/10,crh,11,20,0.015865384615384604,0.019230769230769218,0.020522175456228902,0.7596153846153846
duck,3/10,crh,12,20,-0.0433673469387755,-0.04591836734693877,0.02384466232222377,0.7596153846153846
duck,3/10,crh,13,20,-0.0108910891089109,-0.01980198019801982,0.031293196685998656,0.7596153846153846
duck,3/10,crh,14,20,-0.03600000000000001,-0.040000000000000036,0.031187041843486352,0.7596153846153846
duck,3/10,crh,15,20,-0.05891089108910892,-0.05940594059405946,0.032038619707891264,0.7596153846153846
duck,3/10,crh,16,20,-0.0355,-0.030000000000000027,0.02981963323576917,0.7596153846153846
duck,3/10,crh,17,20,-0.03952380952380951,-0.04761904761904756,0.017824113145633144,0.7596153846153846
duck,3/10,crh,18,20,-0.0443298969072165,-0.05154639175257725,0.025930070591811783,0.7596153846153846
duck,3/10,crh,19,20,-0.04708737864077668,-0.04854368932038833,0.025449216298285154,0.7596153846153846
duck,3/10,crh,20,20,-0.023557692307692314,-0.024038461538461564,0.019600444814736554,0.7596153846153846
duck,3/10,pptd_liang,1,20,-0.020754716981132088,-0.018867924528301883,0.015786038236492,0.7596153846153846
duck,3/10,pptd_liang,2,20,-0.0009615384615384692,0.0,0.02373800078792779,0.7596153846153846
duck,3/10,pptd_liang,3,20,-0.0168269230769231,-0.019230769230769273,0.022898050014961948,0.7596153846153846
duck,3/10,pptd_liang,4,20,-0.013461538461538459,-0.019230769230769162,0.021703388217185943,0.7596153846153846
duck,3/10,pptd_liang,5,20,0.007211538461538464,0.009615384615384581,0.02493275759159314,0.7596153846153846
duck,3/10,pptd_liang,6,20,-0.021078431372549028,-0.02941176470588236,0.025101223675685527,0.7596153846153846
duck,3/10,pptd_liang,7,20,-0.032857142857142876,-0.038095238095238126,0.024226917867313714,0.7596153846153846
duck,3/10,pptd_liang,8,20,-0.023267326732673267,-0.01980198019801982,0.042040106898328024,0.7596153846153846
duck,3/10,pptd_liang,9,20,-0.06553398058252426,-0.07281553398058249,0.03147961185220708,0.7596153846153846
duck,3/10,pptd_liang,10,20,-0.022857142857142874,-0.02857142857142858,0.021496689281784172,0.7596153846153846
duck,3/10,pptd_liang,11,20,0.015865384615384604,0.019230769230769218,0.020522175456228902,0.7596153846153846
duck,3/10,pptd_liang,12,20,-0.0433673469387755,-0.04591836734693877,0.02384466232222377,0.7596153846153846
duck,3/10,pptd_liang,13,20,-0.0108910891089109,-0.01980198019801982,0.031293196685998656,0.7596153846153846
duck,3/10,pptd_liang,14,20,-0.03600000000000001,-0.040000000000000036,0.031187041843486352,0.7596153846153846
duck,3/10,pptd_liang,15,20,-0.05891089108910892,-0.05940594059405946,0.032038619707891264,0.7596153846153846
duck,3/10,pptd_liang,16,20,-0.0355,-0.030000000000000027,0.02981963323576917,0.7596153846153846
duck,3/10,pptd_liang,17,20,-0.03952380952380951,-0.04761904761904756,0.017824113145633144,0.7596153846153846
duck,3/10,pptd_liang,18,20,-0.0443298969072165,-0.05154639175257725,0.025930070591811783,0.7596153846153846
duck,3/10,pptd_liang,19,20,-0.04708737864077668,-0.04854368932038833,0.025449216298285154,0.7596153846153846
duck,3/10,pptd_liang,20,20,-0.023557692307692314,-0.024038461538461564,0.019600444814736554,0.7596153846153846
duck,3/10,tqpp_liu,1,20,-0.029716981132075465,-0.004716981132075471,0.11744290925345569,0.7596153846153846
duck,3/10,tqpp_liu,2,20,-0.007692307692307698,0.009615384615384637,0.1161663799978024,0.7596153846153846
duck,3/10,tqpp_liu,3,20,-0.02211538461538461,0.0,0.1169803623251743,0.7596153846153846
duck,3/10,tqpp_liu,4,20,-0.022115384615384613,-0.004807692307692291,0.1194908681874606,0.7596153846153846
duck,3/10,tqpp_liu,5,20,0.0014423076923076872,0.014423076923076983,0.1163202199489909,0.7596153846153846
duck,3/10,tqpp_liu,6,20,-0.026470588235294117,-0.004901960784313708,0.11178642991305178,0.7596153846153846
duck,3/10,tqpp_liu,7,20,-0.036666666666666674,-0.014285714285714346,0.1173879295561938,0.7596153846153846
duck,3/10,tqpp_liu,8,20,-0.02227722772277228,0.009900990099009799,0.1195424386841413,0.7596153846153846
duck,3/10,tqpp_liu,9,20,-0.06844660194174756,-0.03883495145631066,0.10772002456828325,0.7596153846153846
duck,3/10,tqpp_liu,10,20,-0.027619047619047626,-0.01428571428571429,0.12093836873426095,0.7596153846153846
duck,3/10,tqpp_liu,11,20,0.012980769230769212,0.024038461538461564,0.11644565290714662,0.7596153846153846
duck,3/10,tqpp_liu,12,20,-0.05102040816326529,-0.030612244897959162,0.12356278258373062,0.7596153846153846
duck,3/10,tqpp_liu,13,20,-0.016336633663366334,0.004950495049504955,0.11547668150334296,0.7596153846153846
duck,3/10,tqpp_liu,14,20,-0.041999999999999996,-0.015000000000000013,0.11491873558943157,0.7596153846153846
duck,3/10,tqpp_liu,15,20,-0.06237623762376239,-0.03960396039603964,0.11506601587985642,0.7596153846153846
duck,3/10,tqpp_liu,16,20,-0.040499999999999994,-0.019999999999999962,0.11527883815477924,0.7596153846153846
duck,3/10,tqpp_liu,17,20,-0.04857142857142857,-0.03333333333333327,0.11765704134055881,0.7596153846153846
duck,3/10,tqpp_liu,18,20,-0.04536082474226803,-0.02061855670103091,0.11921659281621572,0.7596153846153846
duck,3/10,tqpp_liu,19,20,-0.04757281553398058,-0.029126213592232997,0.11439496421362667,0.7596153846153846
duck,3/10,tqpp_liu,20,20,-0.0331730769230769,-0.009615384615384581,0.11603540325465708,0.7596153846153846
duck,7/10,crh,1,20,-0.020754716981132078,-0.018867924528301883,0.014869225012309688,0.47115384615384615
duck,7/10,crh,2,20,-0.10769230769230767,-0.10096153846153849,0.04418453841636188,0.47115384615384615
duck,7/10,crh,3,20,-0.06874999999999999,-0.05769230769230771,0.03519463057310308,0.47115384615384615
duck,7/10,crh,4,20,-0.09855769230769229,-0.10576923076923073,0.051249093238516584,0.47115384615384615
duck,7/10,crh,5,20,-0.06298076923076922,-0.05769230769230771,0.04237147841556303,0.47115384615384615
duck,7/10,crh,6,20,-0.15588235294117647,-0.15686274509803932,0.04843824504286375,0.47115384615384615
duck,7/10,crh,7,20,-0.07999999999999999,-0.06666666666666665,0.04274840005339328,0.47115384615384615
duck,7/10,crh,8,20,-0.05000000000000001,-0.04950495049504955,0.03780093224158471,0.47115384615384615
duck,7/10,crh,9,20,-0.10194174757281552,-0.09708737864077671,0.04088847613860461,0.47115384615384615
duck,7/10,crh,10,20,-0.054761904761904755,-0.03809523809523807,0.04097801843656509,0.47115384615384615
duck,7/10,crh,11,20,-0.11538461538461538,-0.12019230769230771,0.04873037699275597,0.47115384615384615
duck,7/10,crh,12,20,-0.1576530612244898,-0.163265306122449,0.05112502700223761,0.47115384615384615
duck,7/10,crh,13,20,-0.1811881188118812,-0.17821782178217827,0.0526955173261198,0.47115384615384615
duck,7/10,crh,14,20,-0.2165,-0.22999999999999998,0.07693298519182988,0.47115384615384615
duck,7/10,crh,15,20,-0.16831683168316836,-0.1683168316831683,0.07311082817007018,0.47115384615384615
duck,7/10,crh,16,20,-0.17400000000000004,-0.17500000000000004,0.058615607765203706,0.47115384615384615
duck,7/10,crh,17,20,-0.07142857142857142,-0.06190476190476191,0.027550688889546447,0.47115384615384615
duck,7/10,crh,18,20,-0.2036082474226804,-0.2164948453608247,0.07258038702638327,0.47115384615384615
duck,7/10,crh,19,20,-0.10533980582524269,-0.10194174757281549,0.053943422139477885,0.47115384615384615
duck,7/10,crh,20,20,-0.10769230769230767,-0.12019230769230771,0.04788422922303359,0.47115384615384615
duck,7/10,pptd_liang,1,20,-0.020754716981132078,-0.018867924528301883,0.014869225012309688,0.47115384615384615
duck,7/10,pptd_liang,2,20,-0.10769230769230767,-0.10096153846153849,0.04418453841636188,0.47115384615384615
duck,7/10,pptd_liang,3,20,-0.06874999999999999,-0.05769230769230771,0.03519463057310308,0.47115384615384615
