dataset,rho,comparator,selector_seed_index,n_malicious_subsets,mean_loss_delta_lir_minus_comparator,median_loss_delta_lir_minus_comparator,within_seed_subset_sd,paper_metric
dog,7/10,tqpp_liu,1,20,-0.09121277442794862,-0.09066709139851414,0.01657167889329523,0.2847614225524373
dog,7/10,tqpp_liu,2,20,-0.06502825823389607,-0.06427825738210108,0.014865273542535742,0.2847614225524373
dog,7/10,tqpp_liu,3,20,-0.0727580406896724,-0.06872539707232783,0.017128454894178337,0.2847614225524373
dog,7/10,tqpp_liu,4,20,-0.12433660085309009,-0.12623118285053597,0.023171577713886612,0.2847614225524373
dog,7/10,tqpp_liu,5,20,-0.0906095959877667,-0.08580474341020838,0.019331415942346466,0.2847614225524373
dog,7/10,tqpp_liu,6,20,-0.058205243047170854,-0.05870089737608686,0.018409393951188745,0.2847614225524373
dog,7/10,tqpp_liu,7,20,-0.0819236474738652,-0.07936093451366216,0.019698904550612253,0.2847614225524373
dog,7/10,tqpp_liu,8,20,-0.11095075971996748,-0.10930350183777582,0.023028870725427312,0.2847614225524373
dog,7/10,tqpp_liu,9,20,-0.10437272101508535,-0.1067979882756413,0.02058311091203516,0.2847614225524373
dog,7/10,tqpp_liu,10,20,-0.07458256057604468,-0.07233483267657398,0.016658210914642674,0.2847614225524373
dog,7/10,tqpp_liu,11,20,-0.06583755505671542,-0.06733703655340989,0.01666308096711334,0.2847614225524373
dog,7/10,tqpp_liu,12,20,-0.12260824159091258,-0.12363852079005494,0.021604578078153636,0.2847614225524373
dog,7/10,tqpp_liu,13,20,-0.06908813341362827,-0.0689122291894399,0.013504963284630564,0.2847614225524373
dog,7/10,tqpp_liu,14,20,-0.07953130368182855,-0.07982049712533734,0.016216136358667296,0.2847614225524373
dog,7/10,tqpp_liu,15,20,-0.07024652573181903,-0.06491582164299814,0.017994582807541713,0.2847614225524373
dog,7/10,tqpp_liu,16,20,-0.09916635024207285,-0.097927339654441,0.020776696129796504,0.2847614225524373
dog,7/10,tqpp_liu,17,20,-0.0412468018228133,-0.03827780086386817,0.013466780341029952,0.2847614225524373
dog,7/10,tqpp_liu,18,20,-0.09433289517855357,-0.09463800336777167,0.01782021822523393,0.2847614225524373
dog,7/10,tqpp_liu,19,20,-0.07794736115755903,-0.0763686766428851,0.018109587251035737,0.2847614225524373
dog,7/10,tqpp_liu,20,20,-0.08048063671371564,-0.07811523954802341,0.018229227696431625,0.2847614225524373
dog,9/10,crh,1,20,-0.029394623286243364,-0.025305073473572415,0.012242448887765187,0.11378623153913037
dog,9/10,crh,2,20,-0.023196787976799242,-0.02198241478040447,0.012293546397738338,0.11378623153913037
dog,9/10,crh,3,20,-0.022241224523101157,-0.017850283530496225,0.01291940617568988,0.11378623153913037
dog,9/10,crh,4,20,-0.039591123129128415,-0.03636947639070243,0.016745176462581373,0.11378623153913037
dog,9/10,crh,5,20,-0.026337191297171537,-0.025190792082945557,0.012906816931890485,0.11378623153913037
dog,9/10,crh,6,20,-0.021686026295633105,-0.01973907623307264,0.00966493136348297,0.11378623153913037
